time_s,lat,lon,alt,grav_x,grav_y,grav_z
21.4,30.0111596,30.9870358,176.637,0.07776116214484084,0.4225898007141331,0.9029511398663289
21.5,30.0111593,30.9870356,176.634,0.08490249336222419,0.4173711355937376,0.9047517319254128
21.6,30.0111591,30.9870353,176.602,0.1011383404034547,0.41877498702963345,0.902401806695761
21.7,30.011159,30.9870353,176.646,0.11484115115817743,0.4271980956450087,0.8968169194616535
21.8,30.0111588,30.9870349,176.588,0.14957121494186223,0.4377880184331797,0.8865321817682424
21.9,30.0111586,30.9870348,176.587,0.15570543534653766,0.4338816492202521,0.8873867000335703
22.0,30.0111585,30.9870347,176.551,0.12369151890621662,0.40739158299508654,0.9048127689443648
22.1,30.0111584,30.9870348,176.54,0.0424207281716361,0.38306833094271675,0.9227271340067751
22.2,30.0111583,30.9870345,176.482,-0.0059511093478194525,0.37525559251686147,0.9268776512955107
22.3,30.0111583,30.9870346,176.497,-0.07028412732322153,0.3675038911099582,0.9273354289376506
22.4,30.0111581,30.9870346,176.477,-0.23273415326395458,0.3751945554979095,0.8972136600848415
22.5,30.0111582,30.9870347,176.512,-0.3268837549974059,0.3729056672872097,0.8683736686300241
22.6,30.0111584,30.9870349,176.537,-0.40589617603076267,0.36826685384685814,0.836390270699179
22.7,30.0111584,30.9870347,176.5,-0.46967986083559676,0.3641468550675985,0.804193243202002
22.8,30.011159,30.9870348,176.561,-0.5696890163884396,0.3573412274544511,0.7400738547929319
22.9,30.011159,30.9870348,176.53,-0.5970946378978851,0.36555070650349436,0.7140110477004303
23.0,30.0111591,30.9870348,176.542,-0.6350596636860256,0.4009826960051271,0.6602069154942473
23.1,30.0111592,30.9870345,176.542,-0.6589861751152074,0.42844935453352456,0.6181524094363231
23.2,30.0111593,30.9870344,176.534,-0.6657612842188787,0.4476149784844508,0.5969725638599811
23.3,30.0111593,30.9870345,176.541,-0.6689352092043824,0.4664143803216651,0.5787530137028107
23.4,30.0111594,30.9870342,176.531,-0.6546525467696158,0.4993743705557421,0.5674611651966918
23.5,30.0111595,30.9870339,176.524,-0.6432081057161169,0.5150303659169286,0.5665456099124119
23.6,30.0111596,30.987034,176.544,-0.6153141880550554,0.5339518417920469,0.5798516800439466
23.7,30.0111596,30.9870334,176.498,-0.60872219000824,0.5414288766136662,0.5799127170628986
23.8,30.0111596,30.9870333,176.485,-0.597735526596881,0.554857020783105,0.5786309396649068
23.9,30.0111595,30.9870332,176.492,-0.586657307657094,0.5610522782067324,0.5839411603137302
24.0,30.0111597,30.9870328,176.448,-0.5618152409436323,0.5472579119235816,0.620349742118595
24.1,30.0111596,30.9870326,176.443,-0.5247657704397717,0.5284279915768914,0.6673482467116306
24.2,30.0111596,30.9870324,176.391,-0.4914395580919828,0.5299233985412153,0.6910916470839564
24.3,30.0111597,30.9870322,176.368,-0.46034119693594167,0.5313882869960631,0.7111117893002106
24.4,30.0111597,30.9870318,176.35,-0.4253364665669729,0.4977568895535142,0.7558519241920224
24.5,30.0111597,30.9870315,176.313,-0.4169133579515976,0.45616016113773006,0.7861568041016876
24.6,30.0111598,30.9870313,176.295,-0.42866298409985654,0.391705069124424,0.8141117587817011
24.7,30.0111598,30.9870311,176.309,-0.4393749809259316,0.3519699697866756,0.826441236610004
24.8,30.0111598,30.9870307,176.245,-0.45899838251899777,0.29099398785363323,0.8394116031373028
24.9,30.0111597,30.9870305,176.203,-0.4739524521622364,0.24713888973662526,0.8451185644093142
25.0,30.0111597,30.9870305,176.216,-0.5096285897396771,0.1770378734702597,0.8419751579332866
25.1,30.0111597,30.9870302,176.189,-0.5422528763695181,0.10855433820612201,0.8331553086947233
25.2,30.0111598,30.98703,176.16,-0.5526291695913571,0.07571642200994903,0.8299508651997436
25.3,30.0111598,30.9870299,176.169,-0.5615405743583484,0.050508133182775354,0.825891903439436
25.4,30.0111598,30.9870286,176.107,-0.5797906430249946,0.019928586687826166,0.8145084994048891
25.5,30.0111599,30.9870278,176.091,-0.5926999725333415,0.003173924985503708,0.8054139835810419
25.6,30.0111599,30.9870278,176.086,-0.6079592272713401,-0.011352885525070956,0.7938474684896389
25.7,30.0111599,30.9870275,176.061,-0.6124149296548357,-0.016296884060182502,0.7903378398998993
25.8,30.01116,30.9870273,176.056,-0.6193731498153631,-0.024811548203985716,0.7846613971373638
25.9,30.0111599,30.9870272,176.056,-0.6226996673482467,-0.031037324137089144,0.7818231757560961
26.0,30.01116,30.9870269,176.051,-0.6213568529313028,-0.0358897671437727,0.782677694021424
26.1,30.0111601,30.9870266,176.041,-0.6211737418744468,-0.03717154454176458,0.7827692495498519
26.2,30.0111601,30.9870266,176.036,-0.6244697408978546,-0.040498062074648275,0.7799615466780603
26.3,30.0111601,30.9870261,176.018,-0.6278878139591663,-0.04837183751945555,0.7767571031830806
26.4,30.0111601,30.9870259,176.016,-0.6277962584307383,-0.049287392803735466,0.7767876216925566
26.5,30.01116,30.9870257,175.987,-0.6240119632557146,-0.03900265511032441,0.7803888058107242
26.6,30.01116,30.9870254,175.984,-0.5851313821832942,0.00988799707022309,0.8108462782677694
26.7,30.01116,30.9870251,175.986,-0.532700582903531,0.06152531510361034,0.8440198980681783
26.8,30.0111599,30.9870248,175.959,-0.44712668233283487,0.12332529679250466,0.8858912930692465
26.9,30.0111599,30.9870243,175.951,-0.36490981780449844,0.16745506149479658,0.9158299508651997
27.0,30.0111598,30.9870238,175.943,-0.2087160863063448,0.2358165227210303,0.9490951261940367
27.1,30.0111597,30.9870236,175.936,-0.08166753135776848,0.27262184514908294,0.9586169011505478
27.2,30.0111597,30.9870235,175.915,-0.01174962614825892,0.2948088015381329,0.9554734946745201
27.3,30.0111597,30.9870242,175.957,0.038850062562944425,0.3143101290932951,0.9485152745139928
27.4,30.0111598,30.9870241,175.968,0.08841212195196387,0.32346568193609426,0.9420758690145573
27.5,30.0111598,30.9870241,175.964,0.1185644093142491,0.315256202887051,0.9415570543534654
27.6,30.0111598,30.9870235,175.949,0.18558305612353893,0.2837000640888699,0.9407635731070895
27.7,30.0111598,30.9870233,175.907,0.22125919370097966,0.2597430341502121,0.9399700918607136
27.8,30.0111599,30.9870231,175.892,0.2759788811914426,0.2143620105594043,0.9369487594225898
27.9,30.0111599,30.9870228,175.877,0.31473738822595904,0.1933652760399182,0.9292580950346385
28.0,30.0111601,30.9870226,175.884,0.37882625812555315,0.1683400982696005,0.9100009155552843
28.1,30.0111602,30.9870226,175.876,0.4294259468367565,0.14307077242347485,0.8916592913602099
28.2,30.0111601,30.9870226,175.876,0.47111423078096865,0.11358989226966155,0.8746910000915555
28.3,30.0111602,30.9870226,175.869,0.510696737571337,0.08221686452833643,0.8558000427259133
28.4,30.0111603,30.9870224,175.837,0.5529953917050692,0.039429914242988376,0.8322092349009674
28.5,30.0111602,30.9870224,175.851,0.5772881252479629,0.013824884792626729,0.8164006469924009
28.6,30.0111602,30.9870224,175.863,0.6013061922055727,-0.0423291726432081,0.7978759117404706
28.7,30.0111603,30.9870223,175.827,0.6168401135288553,-0.07373271889400922,0.783593249305704
28.8,30.0111602,30.9870225,175.844,0.6332590716269417,-0.11966307565538499,0.7646107364116337
28.9,30.0111602,30.9870226,175.829,0.6390575884273813,-0.13324381237220373,0.7574999237037263
29.0,30.0111601,30.9870226,175.82,0.6504715109714042,-0.15033417767876217,0.7444685201574756
29.1,30.0111602,30.9870227,175.824,0.6549577318643758,-0.15204321420941802,0.7401654103213599
29.2,30.0111602,30.9870229,175.85,0.6608783227027192,-0.152165288247322,0.7348857081820124
29.3,30.01116,30.987023,175.844,0.6638996551408429,-0.16449476607562485,0.7294839320047609
29.4,30.01116,30.9870231,175.834,0.6686910611285745,-0.1890926847132786,0.7190466017639698
29.5,30.01116,30.9870232,175.835,0.6761986144596698,-0.18997772148808253,0.7117831965086825
29.6,30.0111599,30.9870235,175.853,0.6859035004730369,-0.17368083742790003,0.706625568407239
29.7,30.0111599,30.9870232,175.822,0.6833094271675771,-0.1487777336954863,0.7148045289468062
29.8,30.0111598,30.9870233,175.825,0.6876430555131687,-0.09683523056733909,0.7195043794061098
29.9,30.0111597,30.9870235,175.835,0.706900234992523,-0.013824884792626729,0.7071443830683309
30.0,30.0111596,30.9870235,175.843,0.7476729636524552,0.1708120975371563,0.6416821802423169
30.1,30.0111594,30.9870236,175.844,0.78331858272042,0.33344523453474534,0.5245826593829157
30.2,30.0111594,30.9870237,175.881,0.7859736930448317,0.3960081789605396,0.4747154148991363
30.3,30.0111595,30.9870236,175.871,0.7805413983581042,0.4194463942381054,0.46342356639301735
30.4,30.0111592,30.9870235,175.814,0.772087771233253,0.4330271309549242,0.4651020844141972
30.5,30.0111591,30.9870236,175.834,0.7673574022644734,0.43626209295937984,0.4698629718924528
30.6,30.0111591,30.9870234,175.813,0.7672963652455214,0.4462416455580309,0.46052430799279764
30.7,30.011159,30.9870235,175.82,0.7681814020203254,0.4521927549058504,0.4531693472090823
30.8,30.0111588,30.9870234,175.783,0.7665334025086215,0.4599749748222297,0.44813379314554275
30.9,30.0111588,30.9870231,175.76,0.7661366618854335,0.467055269020661,0.4414502395702994
31.0,30.0111586,30.9870229,175.743,0.7620777001251259,0.4687337870418409,0.44660786767174293
31.1,30.0111583,30.9870229,175.747,0.7153538621173742,0.46479689931943724,0.521713919492172
31.2,30.0111582,30.9870223,175.665,0.620349742118595,0.456801049836726,0.6375316629535813
31.3,30.0111579,30.9870224,175.709,0.48500015259254736,0.43894772179326763,0.7563402203436385
31.4,30.0111577,30.9870218,175.664,0.31244850001525926,0.47877437665944395,0.8204290902432325
31.5,30.0111573,30.9870216,175.666,0.2358775597399823,0.49958800012207405,0.8334910122989593
31.6,30.011157,30.9870213,175.663,0.18140202032532732,0.5681325724051637,0.8026673177282021
31.7,30.0111569,30.9870209,175.641,0.17587817011017182,0.6171147801141392,0.7669301431318094
31.8,30.0111567,30.9870206,175.64,0.16324350718710898,0.673390911587878,0.7209997863704337
31.9,30.0111569,30.9870199,175.559,0.15359965819269386,0.7127292703024384,0.684377574999237
32.0,30.011157,30.9870197,175.577,0.13357951597643972,0.6881618701742607,0.7131260109256264
32.1,30.0111573,30.9870195,175.559,0.10992767113254188,0.5965758232367931,0.7949461348307749
32.2,30.0111575,30.9870193,175.526,0.10385448774681845,0.5854670857875302,0.80397961363567
32.3,30.0111576,30.9870191,175.503,0.11362041077913755,0.5796075319681386,0.8069093905453658
32.4,30.0111578,30.9870189,175.46,0.1021759697256386,0.5650196844386121,0.8187200537125767
32.5,30.011158,30.9870188,175.428,0.0815149388103885,0.5462202826013978,0.8336436048463393
32.6,30.0111581,30.9870185,175.373,0.050050355540635395,0.5202795495468001,0.8525040437025055
32.7,30.0111582,30.9870182,175.322,0.0391857661671804,0.49955748161259805,0.8653523361919004
32.8,30.0111583,30.9870185,175.323,0.04367198706015198,0.45899838251899777,0.8873561815240943
32.9,30.0111584,30.9870183,175.249,0.040192876979888305,0.391094698934904,0.9194616534928434
33.0,30.0111587,30.9870183,175.236,0.04443494979705191,0.33988464003418073,0.9393902401806695
33.1,30.0111586,30.9870182,175.215,0.05392620624408704,0.32355723746452225,0.9446394238105411
33.2,30.0111586,30.9870181,175.196,0.042756431775872066,0.29215369121372115,0.9553819391460922
